split,image,status,K_superpixels,mean_vesselness,fg_seed_px,bg_seed_px,used_maxflow
train,258_D.png,ok,195,0.00000,111719,167573,True
train,259_D.png,ok,221,0.00000,108081,147567,True
train,25_A.png,ok,216,0.00000,115890,172905,True
train,260_D.png,ok,255,0.00000,113103,138120,True
train,261_D.png,ok,185,0.00000,106574,139744,True
train,263_D.png,ok,213,0.00000,113103,159341,True
train,264_D.png,ok,171,0.00000,113103,161995,True
train,266_D.png,ok,225,0.00000,108081,148455,True
train,267_D.png,ok,380,0.00000,108081,182951,True
train,268_D.png,ok,201,0.00000,108081,142010,True
train,26_A.png,ok,190,0.00000,101943,162322,True
train,271_D.png,ok,198,0.00000,114032,149662,True
train,272_D.png,ok,210,0.00000,113103,155761,True
train,273_D.png,ok,169,0.00000,108081,149019,True
train,275_D.png,ok,226,0.00000,112176,151162,True
train,276_D.png,ok,221,0.00000,104051,156726,True
train,277_D.png,ok,214,0.00000,111719,149820,True
train,278_D.png,ok,174,0.00000,106808,146593,True
train,279_D.png,ok,222,0.00000,114959,159128,True
train,280_D.png,ok,176,0.00000,108081,144291,True
train,283_D.png,ok,217,0.00000,108081,141857,True
train,284_D.png,ok,189,0.00000,104051,132984,True
train,285_D.png,ok,232,0.00000,113559,139633,True
train,286_D.png,ok,161,0.00000,90884,129419,True
train,287_D.png,ok,170,0.00000,115422,140397,True
train,289_D.png,ok,245,0.00000,109883,167315,True
train,28_A.png,ok,219,0.00000,111719,160795,True
train,290_D.png,ok,246,0.00000,105388,151899,True
train,291_D.png,ok,220,0.00000,103124,161541,True
train,293_D.png,ok,238,0.00000,107976,157947,True
train,294_D.png,ok,236,0.00000,107183,146263,True
train,295_D.png,ok,243,0.00000,104051,136326,True
train,296_D.png,ok,236,0.00000,108081,143445,True
train,297_D.png,ok,234,0.00000,107748,140127,True
train,299_D.png,ok,281,0.00000,107183,155072,True
train,29_A.png,ok,241,0.00000,113559,156797,True
train,2_A.png,ok,162,0.00000,108081,156088,True
train,300_D.png,ok,236,0.00000,111719,160039,True
train,301_G.png,ok,215,0.00000,108081,144696,True
train,302_G.png,ok,198,0.00000,108081,147735,True
train,303_G.png,ok,163,0.00000,112176,152548,True
train,304_G.png,ok,208,0.00000,115890,145036,True
train,305_G.png,ok,211,0.00000,113559,152395,True
train,306_G.png,ok,216,0.00000,113559,152600,True
train,307_G.png,ok,236,0.00000,103611,133302,True
train,309_G.png,ok,236,0.00000,111719,147034,True
train,30_A.png,ok,230,0.00000,100448,160911,True
train,310_G.png,ok,235,0.00000,108081,137659,True
train,311_G.png,ok,187,0.00000,108081,153701,True
train,313_G.png,ok,226,0.00000,113559,140201,True
train,314_G.png,ok,173,0.00000,108081,149938,True
train,315_G.png,ok,169,0.00000,108081,156366,True
train,316_G.png,ok,180,0.00000,114032,143368,True
train,319_G.png,ok,314,0.00000,105485,131104,True
train,31_A.png,ok,239,0.00000,115890,146244,True
train,320_G.png,ok,231,0.00000,108081,146296,True
train,321_G.png,ok,216,0.00000,108081,144777,True
train,322_G.png,ok,189,0.00000,108081,150574,True
train,323_G.png,ok,220,0.00000,108081,145510,True
train,324_G.png,ok,264,0.00000,108081,149666,True
train,325_G.png,ok,289,0.00000,92168,126637,True
train,326_G.png,ok,455,0.00000,108081,151104,True
train,328_G.png,ok,203,0.00000,108081,148916,True
train,330_G.png,ok,230,0.00000,108081,148352,True
train,331_G.png,ok,235,0.00000,106299,137486,True
train,332_G.png,ok,184,0.00000,108081,148063,True
train,333_G.png,ok,169,0.00000,108081,145775,True
train,334_G.png,ok,248,0.00000,112176,143982,True
train,335_G.png,ok,252,0.00000,105388,138732,True
train,336_G.png,ok,232,0.00000,112176,138937,True
train,337_G.png,ok,272,0.00000,114032,142353,True
train,338_G.png,ok,238,0.00000,108081,152272,True
train,339_G.png,ok,171,0.00000,108081,154620,True
train,340_G.png,ok,242,0.00000,115890,149618,True
train,341_G.png,ok,466,0.00000,108081,154135,True
train,342_G.png,ok,191,0.00000,108081,155589,True
train,343_G.png,ok,197,0.00000,108081,152219,True
train,344_G.png,ok,173,0.00000,100751,139802,True
train,345_G.png,ok,177,0.00000,99937,150362,True
train,346_G.png,ok,176,0.00000,115890,157848,True
train,347_G.png,ok,162,0.00000,94341,137179,True
train,348_G.png,ok,180,0.00000,108081,152008,True
train,349_G.png,ok,193,0.00000,108081,150196,True
train,34_A.png,ok,221,0.00000,102734,146561,True
train,350_G.png,ok,170,0.00000,108081,156643,True
train,353_G.png,ok,444,0.00000,96855,177880,True
train,354_G.png,ok,217,0.00000,108081,142865,True
train,355_G.png,ok,231,0.00000,108081,139557,True
train,356_G.png,ok,184,0.00000,113559,156323,True
train,357_G.png,ok,173,0.00000,106279,150585,True
train,358_G.png,ok,195,0.00000,111719,155778,True
train,359_G.png,ok,180,0.00000,97873,141938,True
train,35_A.png,ok,252,0.00000,111263,149989,True
train,360_G.png,ok,529,0.00000,108081,164731,True
train,361_G.png,ok,462,0.00000,107939,142559,True
train,362_G.png,ok,259,0.00000,114032,132058,True
train,363_G.png,ok,456,0.00000,108081,150077,True
train,364_G.png,ok,339,0.00000,108081,156516,True
train,367_G.png,ok,203,0.00000,108081,144377,True
train,368_G.png,ok,191,0.00000,108081,147184,True
train,36_A.png,ok,261,0.00000,115422,155018,True
train,370_G.png,ok,165,0.00000,108081,147411,True
train,371_G.png,ok,214,0.00000,108081,143680,True
train,372_G.png,ok,199,0.00000,108081,148353,True
train,373_G.png,ok,636,0.00000,108081,152462,True
train,376_G.png,ok,176,0.00000,108119,154288,True
train,377_G.png,ok,192,0.00000,108081,150460,True
train,379_G.png,ok,179,0.00000,113559,149737,True
train,37_A.png,ok,235,0.00000,114032,164230,True
train,380_G.png,ok,264,0.00000,108081,140838,True
train,381_G.png,ok,192,0.00000,108081,141213,True
train,383_G.png,ok,164,0.00000,108081,150785,True
train,387_G.png,ok,207,0.00000,107628,147224,True
train,388_G.png,ok,227,0.00000,108081,152541,True
train,38_A.png,ok,226,0.00000,107628,166123,True
train,390_G.png,ok,164,0.00000,105894,149367,True
train,391_G.png,ok,214,0.00000,108081,142646,True
train,392_G.png,ok,205,0.00000,111263,144114,True
train,395_G.png,ok,224,0.00000,113559,151594,True
train,396_G.png,ok,204,0.00000,103611,136175,True
train,397_G.png,ok,179,0.00000,108081,156579,True
train,399_G.png,ok,175,0.00000,103611,142858,True
train,39_A.png,ok,246,0.00000,111263,150327,True
train,3_A.png,ok,183,0.00000,108081,153641,True
train,400_G.png,ok,219,0.00000,107743,141177,True
train,401_G.png,ok,176,0.00000,102291,124350,True
train,403_G.png,ok,180,0.00000,111719,160683,True
train,404_G.png,ok,191,0.00000,111719,140150,True
train,405_G.png,ok,220,0.00000,106458,146539,True
train,408_G.png,ok,169,0.00000,107246,149476,True
train,409_G.png,ok,188,0.00000,104051,140333,True
train,40_A.png,ok,227,0.00000,114958,159886,True
train,410_G.png,ok,284,0.00000,106281,131061,True
train,413_G.png,ok,207,0.00000,108081,141946,True
train,414_G.png,ok,161,0.00000,109883,151743,True
train,415_G.png,ok,211,0.00000,109883,153953,True
train,416_G.png,ok,280,0.00000,108081,145649,True
train,417_G.png,ok,188,0.00000,108081,148227,True
train,418_G.png,ok,181,0.00000,108081,149621,True
train,419_G.png,ok,185,0.00000,108089,167788,True
train,41_A.png,ok,226,0.00000,92226,159344,True
train,420_G.png,ok,193,0.00000,108081,146928,True
train,421_G.png,ok,171,0.00000,108081,150195,True
train,422_G.png,ok,177,0.00000,108081,151739,True
train,423_G.png,ok,178,0.00000,108081,148821,True
train,424_G.png,ok,186,0.00000,101633,153152,True
train,425_G.png,ok,184,0.00000,108081,145292,True
train,426_G.png,ok,170,0.00000,108081,146054,True
train,427_G.png,ok,277,0.00000,108081,141045,True
train,428_G.png,ok,192,0.00000,108081,147417,True
train,429_G.png,ok,168,0.00000,105388,144081,True
train,42_A.png,ok,233,0.00000,104051,149303,True
train,430_G.png,ok,183,0.00000,108081,147867,True
train,431_G.png,ok,200,0.00000,115890,156126,True
train,432_G.png,ok,177,0.00000,108081,149269,True
train,433_G.png,ok,222,0.00000,113103,149465,True
train,434_G.png,ok,360,0.00000,112642,153413,True
train,436_G.png,ok,177,0.00000,108081,147894,True
train,437_G.png,ok,180,0.00000,108081,151899,True
train,438_G.png,ok,328,0.00000,108081,149752,True
train,439_G.png,ok,228,0.00000,112176,144107,True
train,440_G.png,ok,164,0.00000,108081,147941,True
train,442_G.png,ok,258,0.00000,114032,137563,True
train,443_G.png,ok,194,0.00000,114032,147888,True
train,444_G.png,ok,200,0.00000,105083,145997,True
train,445_G.png,ok,184,0.00000,108076,151993,True
train,447_G.png,ok,552,0.00000,108081,157790,True
train,448_G.png,ok,590,0.00000,108081,163260,True
train,449_G.png,ok,223,0.00000,111263,152945,True
train,44_A.png,ok,240,0.00000,114032,171144,True
train,450_G.png,ok,227,0.00000,108081,151131,True
train,451_N.png,ok,178,0.00000,108081,149171,True
train,452_N.png,ok,187,0.00000,108081,147610,True
train,453_N.png,ok,190,0.00000,97896,142740,True
train,454_N.png,ok,216,0.00000,105644,146135,True
train,455_N.png,ok,173,0.00000,108081,150565,True
train,457_N.png,ok,182,0.00000,113103,155141,True
train,459_N.png,ok,266,0.00000,111263,140536,True
train,45_A.png,ok,251,0.00000,103611,141408,True
train,460_N.png,ok,157,0.00000,107514,153176,True
train,461_N.png,ok,174,0.00000,108017,147890,True
train,462_N.png,ok,162,0.00000,108081,155431,True
train,463_N.png,ok,206,0.00000,108081,147145,True
train,464_N.png,ok,186,0.00000,108081,143913,True
train,465_N.png,ok,172,0.00000,104064,154953,True
train,466_N.png,ok,158,0.00000,107888,163214,True
train,467_N.png,ok,168,0.00000,108081,154557,True
train,468_N.png,ok,149,0.00000,108081,153193,True
train,469_N.png,ok,206,0.00000,104051,147087,True
train,470_N.png,ok,164,0.00000,108081,148554,True
train,471_N.png,ok,183,0.00000,102697,140589,True
train,473_N.png,ok,167,0.00000,109440,151934,True
train,474_N.png,ok,161,0.00000,108081,148044,True
train,475_N.png,ok,218,0.00000,111719,148648,True
train,476_N.png,ok,195,0.00000,105442,151667,True
train,478_N.png,ok,182,0.00000,108081,147037,True
train,480_N.png,ok,193,0.00000,108081,141188,True
train,481_N.png,ok,162,0.00000,108081,159262,True
train,485_N.png,ok,181,0.00000,108081,149498,True
train,486_N.png,ok,167,0.00000,108081,162608,True
train,488_N.png,ok,160,0.00000,104209,156878,True
train,489_N.png,ok,151,0.00000,107522,158849,True
train,48_A.png,ok,240,0.00000,114032,152758,True
train,490_N.png,ok,161,0.00000,108081,157303,True
train,492_N.png,ok,164,0.00000,108081,160486,True
train,495_N.png,ok,172,0.00000,104703,151156,True
train,496_N.png,ok,166,0.00000,102559,153568,True
train,498_N.png,ok,186,0.00000,102267,148574,True
train,499_N.png,ok,150,0.00000,97328,144978,True
train,49_A.png,ok,222,0.00000,108081,148604,True
train,4_A.png,ok,172,0.00000,108081,158357,True
train,501_N.png,ok,159,0.00000,108081,155685,True
train,502_N.png,ok,155,0.00000,102913,144133,True
train,503_N.png,ok,145,0.00000,108081,155441,True
train,504_N.png,ok,169,0.00000,105541,154493,True
train,505_N.png,ok,166,0.00000,104457,157593,True
train,506_N.png,ok,154,0.00000,103989,146675,True
train,509_N.png,ok,146,0.00000,99353,144588,True
train,50_A.png,ok,254,0.00000,105826,142660,True
train,510_N.png,ok,127,0.00000,108081,149098,True
train,511_N.png,ok,170,0.00000,105863,146265,True
train,512_N.png,ok,196,0.00000,108081,145476,True
train,513_N.png,ok,190,0.00000,101515,151621,True
train,514_N.png,ok,153,0.00000,108081,155444,True
train,516_N.png,ok,165,0.00000,100332,148119,True
train,518_N.png,ok,157,0.00000,108081,143277,True
train,519_N.png,ok,161,0.00000,108081,146690,True
train,520_N.png,ok,148,0.00000,108081,154256,True
train,521_N.png,ok,176,0.00000,108059,151640,True
train,522_N.png,ok,186,0.00000,113559,156436,True
train,523_N.png,ok,166,0.00000,108081,147237,True
train,524_N.png,ok,148,0.00000,108081,149465,True
train,525_N.png,ok,166,0.00000,108081,142641,True
train,526_N.png,ok,152,0.00000,108081,149144,True
train,527_N.png,ok,164,0.00000,108081,159695,True
train,528_N.png,ok,167,0.00000,103611,146281,True
train,529_N.png,ok,140,0.00000,108081,151948,True
train,530_N.png,ok,152,0.00000,108081,146496,True
train,531_N.png,ok,175,0.00000,101586,139317,True
train,535_N.png,ok,175,0.00000,108081,145108,True
train,536_N.png,ok,165,0.00000,108081,152105,True
train,537_N.png,ok,145,0.00000,108081,147512,True
train,538_N.png,ok,164,0.00000,104840,155329,True
train,539_N.png,ok,179,0.00000,108081,160225,True
train,540_N.png,ok,166,0.00000,106874,150516,True
train,541_N.png,ok,170,0.00000,103081,146768,True
train,542_N.png,ok,163,0.00000,107095,150951,True
train,543_N.png,ok,157,0.00000,101526,151672,True
train,545_N.png,ok,159,0.00000,108081,154362,True
train,548_N.png,ok,201,0.00000,108081,150662,True
train,549_N.png,ok,212,0.00000,100858,157640,True
train,54_A.png,ok,210,0.00000,115890,171230,True
train,550_N.png,ok,223,0.00000,108081,150142,True
train,551_N.png,ok,202,0.00000,108081,154260,True
train,552_N.png,ok,221,0.00000,108081,143952,True
train,553_N.png,ok,203,0.00000,108081,156248,True
train,554_N.png,ok,224,0.00000,108081,139173,True
train,556_N.png,ok,213,0.00000,101790,145025,True
train,557_N.png,ok,221,0.00000,104762,152396,True
train,558_N.png,ok,226,0.00000,102512,147293,True
train,559_N.png,ok,213,0.00000,104732,151778,True
train,55_A.png,ok,225,0.00000,106947,159768,True
train,560_N.png,ok,197,0.00000,108081,146844,True
train,561_N.png,ok,204,0.00000,101881,144466,True
train,562_N.png,ok,204,0.00000,108081,150419,True
train,563_N.png,ok,207,0.00000,108081,155541,True
train,565_N.png,ok,234,0.00000,103011,142031,True
train,566_N.png,ok,227,0.00000,103611,139540,True
train,567_N.png,ok,206,0.00000,101783,154205,True
train,568_N.png,ok,205,0.00000,103364,149240,True
train,569_N.png,ok,214,0.00000,108081,159446,True
train,56_A.png,ok,243,0.00000,112176,144283,True
train,570_N.png,ok,205,0.00000,103630,160667,True
train,571_N.png,ok,218,0.00000,104442,145630,True
train,572_N.png,ok,239,0.00000,107384,146139,True
train,573_N.png,ok,202,0.00000,108081,149008,True
train,574_N.png,ok,220,0.00000,106370,148769,True
train,575_N.png,ok,215,0.00000,108081,154422,True
train,576_N.png,ok,206,0.00000,108081,157747,True
train,577_N.png,ok,206,0.00000,108081,155997,True
train,578_N.png,ok,208,0.00000,104029,152936,True
train,579_N.png,ok,196,0.00000,108081,150305,True
train,580_N.png,ok,226,0.00000,107754,161664,True
train,581_N.png,ok,208,0.00000,103611,151164,True
train,582_N.png,ok,174,0.00000,105235,159992,True
train,585_N.png,ok,199,0.00000,102656,145874,True
train,586_N.png,ok,190,0.00000,103243,146089,True
train,587_N.png,ok,195,0.00000,108081,146737,True
train,589_N.png,ok,194,0.00000,104806,161005,True
train,58_A.png,ok,223,0.00000,109440,149695,True
train,590_N.png,ok,194,0.00000,109440,166087,True
train,591_N.png,ok,213,0.00000,98813,156066,True
train,593_N.png,ok,211,0.00000,108081,151122,True
train,594_N.png,ok,248,0.00000,106797,140576,True
train,596_N.png,ok,218,0.00000,108081,147986,True
train,597_N.png,ok,215,0.00000,104845,150812,True
train,598_N.png,ok,226,0.00000,105509,147220,True
train,59_A.png,ok,216,0.00000,105826,138589,True
train,600_N.png,ok,214,0.00000,108081,149430,True
train,61_A.png,ok,211,0.00000,108081,166816,True
train,62_A.png,ok,224,0.00000,106281,139251,True
train,63_A.png,ok,282,0.00000,114032,148915,True
train,65_A.png,ok,211,0.00000,108081,146666,True
train,66_A.png,ok,250,0.00000,111719,167395,True
train,69_A.png,ok,216,0.00000,107103,146347,True
train,6_A.png,ok,225,0.00000,108081,154500,True
train,70_A.png,ok,221,0.00000,105388,164492,True
train,71_A.png,ok,268,0.00000,108535,155396,True
train,72_A.png,ok,223,0.00000,113559,156384,True
train,73_A.png,ok,228,0.00000,104342,156437,True
train,74_A.png,ok,221,0.00000,113559,158602,True
train,75_A.png,ok,220,0.00000,108115,151360,True
train,76_A.png,ok,339,0.00000,115422,152623,True
train,77_A.png,ok,271,0.00000,114032,144873,True
train,78_A.png,ok,249,0.00000,104051,139599,True
train,79_A.png,ok,255,0.00000,108114,146874,True
train,7_A.png,ok,264,0.00000,111719,142244,True
train,80_A.png,ok,250,0.00000,115890,171647,True
train,82_A.png,ok,257,0.00000,113103,162039,True
train,84_A.png,ok,304,0.00000,102291,151278,True
train,85_A.png,ok,256,0.00000,112176,147310,True
train,86_A.png,ok,209,0.00000,108535,167062,True
train,87_A.png,ok,220,0.00000,107711,150345,True
train,89_A.png,ok,244,0.00000,113559,179480,True
train,8_A.png,ok,247,0.00000,105826,140122,True
train,90_A.png,ok,283,0.00000,105826,151429,True
train,91_A.png,ok,340,0.00000,113559,166766,True
train,92_A.png,ok,235,0.00000,113559,165029,True
train,93_A.png,ok,268,0.00000,114032,146156,True
train,94_A.png,ok,231,0.00000,102291,148258,True
train,95_A.png,ok,244,0.00000,115891,166988,True
train,97_A.png,ok,237,0.00000,104051,151005,True
train,98_A.png,ok,245,0.00000,94674,157317,True
train,99_A.png,ok,207,0.00000,108081,143207,True
val,108_A.png,ok,230,0.00000,108081,143093,True
val,111_A.png,ok,290,0.00000,108115,154342,True
val,113_A.png,ok,234,0.00000,111263,163914,True
val,114_A.png,ok,242,0.00000,113559,159031,True
val,11_A.png,ok,210,0.00000,113559,154130,True
val,120_A.png,ok,247,0.00000,113559,165119,True
val,154_D.png,ok,270,0.00000,110355,140973,True
val,160_D.png,ok,208,0.00000,108081,155152,True
val,168_D.png,ok,213,0.00000,108081,144885,True
val,169_D.png,ok,232,0.00000,108535,147604,True
val,176_D.png,ok,246,0.00000,113559,143844,True
val,180_D.png,ok,172,0.00000,114958,145184,True
val,184_D.png,ok,223,0.00000,108081,153970,True
val,188_D.png,ok,193,0.00000,104359,145217,True
val,191_D.png,ok,224,0.00000,104255,154275,True
val,197_D.png,ok,208,0.00000,103611,156062,True
val,205_D.png,ok,217,0.00000,108081,149209,True
val,207_D.png,ok,228,0.00000,113559,169389,True
val,208_D.png,ok,279,0.00000,104051,161258,True
val,218_D.png,ok,156,0.00000,108081,158729,True
val,21_A.png,ok,172,0.00000,108081,153258,True
val,225_D.png,ok,243,0.00000,113559,142544,True
val,227_D.png,ok,225,0.00000,108081,147681,True
val,231_D.png,ok,263,0.00000,109883,157533,True
val,233_D.png,ok,173,0.00000,106621,150078,True
val,252_D.png,ok,211,0.00000,113559,155529,True
val,255_D.png,ok,193,0.00000,113559,158916,True
val,256_D.png,ok,203,0.00000,108081,144085,True
val,262_D.png,ok,218,0.00000,108081,148024,True
val,265_D.png,ok,198,0.00000,108081,164886,True
val,269_D.png,ok,224,0.00000,108081,150259,True
val,270_D.png,ok,201,0.00000,108081,149224,True
val,274_D.png,ok,219,0.00000,107915,172003,True
val,27_A.png,ok,268,0.00000,115890,162281,True
val,281_D.png,ok,159,0.00000,107754,141057,True
val,282_D.png,ok,157,0.00000,108081,152963,True
val,288_D.png,ok,150,0.00000,108081,152038,True
val,292_D.png,ok,220,0.00000,101921,160666,True
val,298_D.png,ok,233,0.00000,112176,174039,True
val,308_G.png,ok,203,0.00000,114032,152544,True
val,312_G.png,ok,187,0.00000,108535,161853,True
val,317_G.png,ok,201,0.00000,113559,150300,True
val,318_G.png,ok,219,0.00000,108081,142634,True
val,327_G.png,ok,178,0.00000,102074,153300,True
val,329_G.png,ok,177,0.00000,108076,150199,True
val,32_A.png,ok,240,0.00000,110355,150216,True
val,33_A.png,ok,219,0.00000,113559,175352,True
val,351_G.png,ok,225,0.00000,113559,150281,True
val,352_G.png,ok,282,0.00000,108081,156541,True
val,365_G.png,ok,194,0.00000,108081,157796,True
val,366_G.png,ok,230,0.00000,108081,154160,True
val,369_G.png,ok,207,0.00000,108081,151179,True
val,374_G.png,ok,219,0.00000,113559,138946,True
val,375_G.png,ok,250,0.00000,114958,150448,True
val,378_G.png,ok,157,0.00000,108081,147059,True
